order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
68,25,87,2,121.98,0.05,231.76
69,25,171,2,282.01,0.1,507.62
70,25,42,2,1026.3,0.0,2052.6
71,25,178,3,254.95,0.15,650.12
72,26,80,2,184.09,0.0,368.18
73,26,171,1,282.01,0.05,267.91
74,27,151,1,16.48,0.0,16.48
75,28,39,1,83.39,0.0,83.39
76,28,186,2,76.44,0.15,129.95
77,29,184,2,153.86,0.05,292.33
78,29,124,1,398.08,0.15,338.37
79,30,182,3,100.36,0.0,301.08
80,30,54,2,142.99,0.0,285.98
81,30,122,2,393.23,0.0,786.46
82,31,9,2,605.74,0.05,1150.91
83,32,169,2,130.48,0.0,260.96
84,32,102,2,439.37,0.15,746.93
85,32,182,3,100.36,0.05,286.03
86,32,83,3,59.44,0.0,178.32
87,33,43,2,98.6,0.05,187.34
88,34,38,1,1138.51,0.1,1024.66
89,34,11,3,75.29,0.05,214.58
90,34,36,2,1337.77,0.0,2675.54
91,35,3,3,392.73,0.0,1178.19
92,36,87,2,121.98,0.1,219.56
93,36,1,1,1395.38,0.0,1395.38
94,36,27,1,681.03,0.0,681.03
95,37,136,2,42.53,0.15,72.3
96,37,152,1,34.24,0.05,32.53
97,37,157,3,165.73,0.1,447.47
98,37,51,3,46.01,0.0,138.03
99,38,73,2,23.69,0.0,47.38
100,39,122,2,393.23,0.05,747.14
101,40,81,1,66.77,0.05,63.43
102,40,152,2,34.24,0.0,68.48
103,41,66,1,121.4,0.0,121.4
104,41,102,1,439.37,0.05,417.4
105,41,68,1,31.65,0.05,30.07
106,41,2,1,562.65,0.05,534.52
107,41,136,1,42.53,0.0,42.53
108,42,107,2,439.75,0.1,791.55
109,42,5,3,896.97,0.0,2690.91
110,42,129,2,17.16,0.1,30.89
111,42,188,1,228.85,0.1,205.96
112,42,164,3,199.5,0.1,538.65
113,43,186,1,76.44,0.0,76.44
114,43,85,3,273.07,0.05,778.25
115,43,46,1,23.73,0.0,23.73
116,43,140,3,16.68,0.0,50.04
117,43,168,2,253.72,0.0,507.44
118,44,44,3,177.53,0.0,532.59
119,44,169,2,130.48,0.0,260.96
120,44,75,2,100.16,0.0,200.32
121,45,74,2,98.53,0.1,177.35
122,46,40,1,1159.33,0.0,1159.33
123,47,30,2,696.94,0.0,1393.88
124,47,116,3,228.93,0.1,618.11
125,48,22,2,1343.23,0.0,2686.46
126,48,92,2,362.34,0.0,724.68
127,48,24,3,455.23,0.0,1365.69
128,49,17,1,230.62,0.0,230.62
129,50,8,2,1451.28,0.0,2902.56
130,50,88,3,47.06,0.05,134.12
131,50,100,1,96.57,0.0,96.57
132,51,151,3,16.48,0.05,46.97
133,51,179,3,47.93,0.05,136.6
134,51,18,2,406.98,0.0,813.96
135,51,59,3,69.35,0.0,208.05
136,52,116,1,228.93,0.0,228.93
137,53,171,2,282.01,0.15,479.42
138,54,81,2,66.77,0.0,133.54
139,55,134,2,16.87,0.05,32.05
140,55,144,3,34.36,0.1,92.77
141,55,30,3,696.94,0.0,2090.82
142,55,152,1,34.24,0.1,30.82
143,55,35,1,268.06,0.15,227.85
144,56,138,1,45.79,0.0,45.79
145,56,109,1,299.13,0.0,299.13
146,56,76,3,96.34,0.0,289.02
147,57,72,2,84.71,0.0,169.42
148,57,88,3,47.06,0.0,141.18
149,58,7,2,299.17,0.0,598.34
150,59,135,3,20.89,0.0,62.67
151,59,155,2,53.73,0.0,107.46
152,60,82,3,48.46,0.0,145.38
153,60,32,3,1278.56,0.0,3835.68
154,60,47,1,111.36,0.0,111.36
155,61,139,3,25.75,0.1,69.53
156,61,21,2,933.93,0.1,1681.07
157,61,183,3,21.8,0.0,65.4
158,61,141,1,28.76,0.05,27.32
159,61,148,1,28.2,0.0,28.2
160,62,69,1,148.35,0.0,148.35
161,62,14,3,940.49,0.0,2821.47
162,62,36,1,1337.77,0.05,1270.88
163,63,104,2,222.45,0.0,444.9
164,63,139,3,25.75,0.1,69.53
165,63,28,1,1298.3,0.0,1298.3
166,64,167,3,179.58,0.0,538.74
167,64,146,3,41.33,0.0,123.99
168,65,44,3,177.53,0.1,479.33
169,65,189,1,143.23,0.05,136.07
170,66,148,2,28.2,0.1,50.76
171,66,187,1,235.9,0.0,235.9
172,66,49,2,99.59,0.0,199.18
173,67,136,2,42.53,0.0,85.06
174,67,75,2,100.16,0.1,180.29
175,68,69,1,148.35,0.15,126.1
176,68,64,2,192.92,0.0,385.84
177,68,158,3,154.64,0.1,417.53
178,69,104,3,222.45,0.0,667.35
179,70,165,1,163.1,0.15,138.64
180,70,149,1,38.41,0.0,38.41
181,71,12,1,282.57,0.15,240.18
182,71,188,2,228.85,0.0,457.7
183,72,148,1,28.2,0.15,23.97
184,73,106,1,61.39,0.0,61.39
185,74,84,3,125.39,0.1,338.55
186,74,106,3,61.39,0.0,184.17
187,74,97,2,276.87,0.15,470.68
188,75,100,1,96.57,0.15,82.08
189,75,91,3,137.43,0.0,412.29
190,76,112,1,437.4,0.05,415.53
191,76,13,2,878.3,0.0,1756.6
192,76,65,1,143.57,0.0,143.57
193,77,53,2,170.65,0.0,341.3
194,77,106,2,61.39,0.0,122.78
195,77,29,1,1281.9,0.05,1217.8
196,78,17,3,230.62,0.0,691.86
197,78,151,2,16.48,0.0,32.96
198,78,117,3,108.93,0.0,326.79
199,78,90,2,52.55,0.05,99.84
200,78,78,2,82.68,0.0,165.36
201,79,166,2,239.12,0.0,478.24
202,79,125,3,280.96,0.1,758.59
203,80,69,3,148.35,0.0,445.05
204,81,70,3,23.94,0.1,64.64
205,82,146,1,41.33,0.0,41.33
206,83,158,2,154.64,0.1,278.35
207,83,148,1,28.2,0.0,28.2
208,83,136,1,42.53,0.0,42.53
209,83,47,3,111.36,0.1,300.67
210,83,161,2,221.98,0.1,399.56
211,84,188,2,228.85,0.15,389.04
212,85,151,2,16.48,0.15,28.02
213,85,52,3,33.92,0.1,91.58
214,85,161,3,221.98,0.0,665.94
215,86,160,1,171.84,0.0,171.84
216,86,51,2,46.01,0.05,87.42
217,86,63,1,177.99,0.1,160.19
218,86,84,2,125.39,0.05,238.24
219,87,145,1,24.69,0.0,24.69
220,88,120,3,313.24,0.15,798.76
221,88,106,1,61.39,0.0,61.39
222,89,57,1,59.23,0.0,59.23
223,89,189,2,143.23,0.0,286.46
224,90,151,2,16.48,0.0,32.96
225,91,88,1,47.06,0.1,42.35
226,92,162,2,268.31,0.1,482.96
227,92,62,1,88.3,0.15,75.05
228,92,12,3,282.57,0.15,720.55
229,92,122,1,393.23,0.05,373.57
230,92,177,1,298.49,0.05,283.57
231,93,129,3,17.16,0.0,51.48
232,94,110,3,398.06,0.0,1194.18
233,95,179,3,47.93,0.0,143.79
234,95,43,3,98.6,0.0,295.8
235,95,7,1,299.17,0.0,299.17
236,95,25,1,54.59,0.0,54.59
237,95,161,3,221.98,0.0,665.94
238,96,51,2,46.01,0.05,87.42
239,96,34,1,693.99,0.15,589.89
240,97,94,2,319.26,0.15,542.74
241,97,161,2,221.98,0.0,443.96
242,98,97,1,276.87,0.1,249.18
243,98,2,1,562.65,0.15,478.25
244,98,44,2,177.53,0.0,355.06
245,98,96,1,147.68,0.0,147.68
246,99,107,2,439.75,0.0,879.5
247,99,28,3,1298.3,0.0,3894.9
248,100,174,2,50.98,0.0,101.96
249,100,136,3,42.53,0.1,114.83
250,100,152,3,34.24,0.1,92.45
251,100,150,1,38.54,0.05,36.61
252,100,85,2,273.07,0.0,546.14
253,101,81,1,66.77,0.15,56.75
254,101,67,1,136.19,0.0,136.19
255,101,156,2,96.85,0.0,193.7
256,102,30,3,696.94,0.15,1777.2
257,102,178,3,254.95,0.0,764.85
258,102,33,3,642.38,0.05,1830.78
259,102,14,2,940.49,0.15,1598.83
260,102,59,3,69.35,0.15,176.84
261,103,47,1,111.36,0.1,100.22
262,103,138,3,45.79,0.1,123.63
263,103,60,1,148.69,0.0,148.69
264,103,33,3,642.38,0.1,1734.43
265,103,62,1,88.3,0.0,88.3
266,104,35,1,268.06,0.0,268.06
267,104,46,1,23.73,0.15,20.17
268,104,12,3,282.57,0.0,847.71
269,104,110,3,398.06,0.0,1194.18
270,104,126,3,396.16,0.05,1129.06
271,105,21,3,933.93,0.0,2801.79
272,105,189,2,143.23,0.0,286.46
273,105,83,1,59.44,0.0,59.44
274,105,118,1,38.08,0.15,32.37
275,105,43,3,98.6,0.0,295.8
276,106,43,1,98.6,0.0,98.6
277,106,164,3,199.5,0.0,598.5
278,106,150,2,38.54,0.0,77.08
279,107,7,2,299.17,0.15,508.59
280,107,185,1,228.84,0.1,205.96
281,107,39,3,83.39,0.0,250.17
282,107,91,2,137.43,0.0,274.86
283,107,81,1,66.77,0.0,66.77
284,108,172,2,62.57,0.1,112.63
285,108,148,1,28.2,0.0,28.2
286,108,139,1,25.75,0.0,25.75
287,108,123,3,156.45,0.1,422.42
288,108,74,1,98.53,0.0,98.53
289,109,130,2,31.35,0.05,59.56
290,110,13,2,878.3,0.0,1756.6
291,110,1,3,1395.38,0.0,4186.14
292,110,170,1,86.66,0.0,86.66
293,110,67,3,136.19,0.1,367.71
294,110,63,2,177.99,0.1,320.38
295,111,39,2,83.39,0.0,166.78
296,111,69,3,148.35,0.0,445.05
297,111,131,2,17.47,0.0,34.94
298,111,59,1,69.35,0.1,62.42
299,112,183,2,21.8,0.0,43.6
300,112,11,1,75.29,0.05,71.53
301,112,161,3,221.98,0.1,599.35
302,112,121,3,66.21,0.05,188.7
303,112,14,3,940.49,0.0,2821.47
304,113,48,1,89.82,0.0,89.82
305,113,33,2,642.38,0.0,1284.76
306,113,17,3,230.62,0.0,691.86
307,113,16,3,1223.85,0.1,3304.4
308,113,69,3,148.35,0.0,445.05
309,114,141,2,28.76,0.0,57.52
310,114,122,3,393.23,0.0,1179.69
311,115,166,1,239.12,0.15,203.25
312,115,17,1,230.62,0.0,230.62
313,115,103,3,117.43,0.05,334.68
314,115,69,3,148.35,0.15,378.29
315,115,63,2,177.99,0.15,302.58
316,116,41,2,347.44,0.15,590.65
317,116,6,1,1155.41,0.0,1155.41
318,116,63,3,177.99,0.15,453.87
319,117,27,2,681.03,0.0,1362.06
320,117,80,2,184.09,0.0,368.18
321,118,41,1,347.44,0.0,347.44
322,118,91,2,137.43,0.0,274.86
323,118,96,3,147.68,0.15,376.58
324,118,75,2,100.16,0.0,200.32
325,119,50,3,56.98,0.0,170.94
326,119,187,2,235.9,0.05,448.21
327,119,6,2,1155.41,0.05,2195.28
328,120,136,1,42.53,0.0,42.53
329,120,130,1,31.35,0.1,28.22
330,120,6,3,1155.41,0.1,3119.61
331,120,58,3,83.59,0.0,250.77
332,120,188,2,228.85,0.0,457.7
333,121,173,3,259.51,0.0,778.53
334,122,75,1,100.16,0.0,100.16
335,123,135,3,20.89,0.0,62.67
336,123,66,3,121.4,0.0,364.2
337,124,25,3,54.59,0.1,147.39
338,125,185,3,228.84,0.0,686.52
339,125,32,1,1278.56,0.1,1150.7
340,125,140,1,16.68,0.15,14.18
341,125,13,3,878.3,0.0,2634.9
342,126,104,2,222.45,0.0,444.9
343,126,165,1,163.1,0.05,154.94
344,127,157,3,165.73,0.05,472.33
345,128,119,3,481.83,0.05,1373.22
346,129,54,1,142.99,0.1,128.69
347,129,7,1,299.17,0.0,299.17
348,130,153,1,11.69,0.0,11.69
349,130,135,3,20.89,0.05,59.54
350,131,31,3,386.66,0.0,1159.98
351,131,186,2,76.44,0.0,152.88
352,131,107,3,439.75,0.0,1319.25
353,131,1,1,1395.38,0.0,1395.38
354,131,159,1,229.96,0.0,229.96
355,132,135,3,20.89,0.1,56.4
356,133,75,2,100.16,0.0,200.32
357,133,58,1,83.59,0.1,75.23
358,133,60,1,148.69,0.05,141.26
359,133,102,1,439.37,0.0,439.37
360,133,136,3,42.53,0.0,127.59
361,134,130,2,31.35,0.0,62.7
362,134,38,2,1138.51,0.05,2163.17
363,134,19,1,639.28,0.0,639.28
364,134,62,2,88.3,0.0,176.6
365,134,116,3,228.93,0.15,583.77
366,135,138,1,45.79,0.0,45.79
367,135,105,1,108.32,0.05,102.9
368,135,11,2,75.29,0.05,143.05
369,135,94,2,319.26,0.15,542.74
370,135,162,1,268.31,0.1,241.48
371,136,110,1,398.06,0.0,398.06
372,136,5,1,896.97,0.1,807.27
373,137,102,2,439.37,0.0,878.74
374,137,156,3,96.85,0.05,276.02
375,137,23,1,1380.56,0.0,1380.56
376,137,7,3,299.17,0.0,897.51
377,138,92,3,362.34,0.1,978.32
378,138,14,1,940.49,0.05,893.47
379,138,111,3,439.76,0.0,1319.28
380,139,144,1,34.36,0.1,30.92
381,139,165,2,163.1,0.0,326.2
382,139,37,3,1283.35,0.0,3850.05
383,139,160,1,171.84,0.0,171.84
384,140,136,2,42.53,0.0,85.06
385,141,55,1,50.31,0.15,42.76
386,142,116,1,228.93,0.1,206.04
387,142,177,1,298.49,0.1,268.64
388,142,178,2,254.95,0.1,458.91
389,143,74,1,98.53,0.15,83.75
390,143,147,2,28.5,0.0,57.0
391,143,47,3,111.36,0.0,334.08
392,144,97,3,276.87,0.1,747.55
393,144,169,3,130.48,0.15,332.72
394,144,76,3,96.34,0.15,245.67
395,144,142,2,43.86,0.0,87.72
396,144,165,3,163.1,0.0,489.3
397,145,38,3,1138.51,0.0,3415.53
398,145,85,2,273.07,0.0,546.14
399,146,159,1,229.96,0.0,229.96
400,146,50,2,56.98,0.0,113.96
401,146,45,2,81.61,0.05,155.06
402,146,49,3,99.59,0.1,268.89
403,146,28,1,1298.3,0.05,1233.38
404,147,122,2,393.23,0.05,747.14
405,147,40,1,1159.33,0.15,985.43
406,147,102,2,439.37,0.0,878.74
407,147,164,3,199.5,0.0,598.5
408,147,31,2,386.66,0.1,695.99
409,148,57,2,59.23,0.15,100.69
410,148,84,1,125.39,0.1,112.85
411,148,172,1,62.57,0.15,53.18
412,148,170,3,86.66,0.0,259.98
413,148,155,2,53.73,0.0,107.46
414,149,178,3,254.95,0.05,726.61
415,149,145,2,24.69,0.0,49.38
416,150,140,2,16.68,0.15,28.36
417,150,174,2,50.98,0.0,101.96
418,150,38,3,1138.51,0.05,3244.75
419,151,105,1,108.32,0.0,108.32
420,151,162,3,268.31,0.05,764.68
421,151,19,2,639.28,0.0,1278.56
422,152,81,1,66.77,0.0,66.77
423,152,147,2,28.5,0.1,51.3
424,152,87,1,121.98,0.0,121.98
425,152,31,3,386.66,0.0,1159.98
426,152,65,3,143.57,0.0,430.71
427,153,43,2,98.6,0.0,197.2
428,154,112,1,437.4,0.0,437.4
429,154,154,2,49.31,0.1,88.76
430,154,101,1,234.87,0.0,234.87
431,154,100,1,96.57,0.15,82.08
432,154,17,1,230.62,0.1,207.56
433,155,17,2,230.62,0.1,415.12
434,156,162,3,268.31,0.0,804.93
435,156,156,1,96.85,0.05,92.01
436,156,19,2,639.28,0.0,1278.56
437,157,13,2,878.3,0.0,1756.6
438,157,187,3,235.9,0.0,707.7
439,158,113,2,378.31,0.0,756.62
440,158,114,1,165.47,0.15,140.65
441,158,154,2,49.31,0.0,98.62
442,158,73,3,23.69,0.05,67.52
443,159,36,3,1337.77,0.05,3812.64
444,159,89,3,209.28,0.15,533.66
445,159,5,2,896.97,0.05,1704.24
446,159,143,1,19.68,0.0,19.68
447,159,24,3,455.23,0.15,1160.84
448,160,6,3,1155.41,0.1,3119.61
449,160,102,2,439.37,0.0,878.74
450,160,135,1,20.89,0.0,20.89
451,161,92,1,362.34,0.0,362.34
452,161,184,2,153.86,0.0,307.72
453,161,44,2,177.53,0.1,319.55
454,162,53,1,170.65,0.15,145.05
455,163,42,2,1026.3,0.0,2052.6
456,163,1,3,1395.38,0.15,3558.22
457,163,98,2,149.92,0.0,299.84
458,163,29,2,1281.9,0.05,2435.61
459,163,57,3,59.23,0.1,159.92
460,164,49,1,99.59,0.05,94.61
461,165,152,1,34.24,0.1,30.82
462,165,13,2,878.3,0.0,1756.6
463,165,186,1,76.44,0.05,72.62
464,166,73,2,23.69,0.0,47.38
465,166,14,3,940.49,0.0,2821.47
466,166,61,1,181.72,0.05,172.63
467,167,37,2,1283.35,0.15,2181.69
468,168,48,1,89.82,0.0,89.82
469,168,20,3,400.94,0.0,1202.82
470,169,47,3,111.36,0.05,317.38
471,169,27,1,681.03,0.1,612.93
472,169,161,3,221.98,0.0,665.94
473,169,50,3,56.98,0.05,162.39
474,169,67,3,136.19,0.15,347.28
475,170,63,3,177.99,0.0,533.97
476,170,30,2,696.94,0.0,1393.88
477,170,132,2,41.48,0.0,82.96
478,170,46,3,23.73,0.05,67.63
479,170,140,3,16.68,0.0,50.04
480,171,185,1,228.84,0.05,217.4
481,171,163,2,147.99,0.15,251.58
482,171,110,1,398.06,0.05,378.16
483,171,104,2,222.45,0.0,444.9
484,171,175,2,25.38,0.1,45.68
485,172,1,1,1395.38,0.0,1395.38
486,172,97,3,276.87,0.0,830.61
487,172,139,1,25.75,0.0,25.75
488,173,174,2,50.98,0.1,91.76
489,173,169,2,130.48,0.0,260.96
490,173,94,3,319.26,0.0,957.78
491,173,4,2,83.28,0.1,149.9
492,174,167,2,179.58,0.1,323.24
493,174,45,2,81.61,0.05,155.06
494,174,19,3,639.28,0.0,1917.84
495,174,147,3,28.5,0.1,76.95
496,174,36,3,1337.77,0.15,3411.31
497,175,160,3,171.84,0.0,515.52
498,175,156,1,96.85,0.0,96.85
499,175,139,1,25.75,0.0,25.75
500,175,74,1,98.53,0.1,88.68
501,176,130,1,31.35,0.0,31.35
502,176,75,3,100.16,0.0,300.48
503,176,166,3,239.12,0.1,645.62
504,177,166,1,239.12,0.0,239.12
505,178,24,3,455.23,0.05,1297.41
506,178,92,2,362.34,0.05,688.45
507,178,46,2,23.73,0.0,47.46
508,178,61,3,181.72,0.15,463.39
509,179,116,1,228.93,0.15,194.59
510,179,71,3,122.9,0.15,313.4
511,179,98,2,149.92,0.05,284.85
512,179,20,3,400.94,0.1,1082.54
513,179,158,2,154.64,0.05,293.82
514,180,148,1,28.2,0.0,28.2
515,180,112,2,437.4,0.1,787.32
516,180,130,3,31.35,0.0,94.05
517,180,128,2,24.76,0.15,42.09
518,180,184,1,153.86,0.15,130.78
519,181,1,3,1395.38,0.0,4186.14
520,181,103,2,117.43,0.0,234.86
521,181,165,3,163.1,0.0,489.3
522,181,48,1,89.82,0.15,76.35
523,181,175,2,25.38,0.05,48.22
524,182,176,1,35.92,0.0,35.92
525,182,117,3,108.93,0.0,326.79
526,182,146,1,41.33,0.0,41.33
527,183,96,1,147.68,0.1,132.91
528,183,69,2,148.35,0.05,281.86
529,183,65,3,143.57,0.05,409.17
530,184,157,3,165.73,0.0,497.19
531,184,76,3,96.34,0.0,289.02
532,184,48,3,89.82,0.1,242.51
533,185,57,1,59.23,0.0,59.23
534,185,50,2,56.98,0.0,113.96
535,185,140,2,16.68,0.0,33.36
536,185,147,3,28.5,0.15,72.68
537,186,185,2,228.84,0.05,434.8
538,186,124,1,398.08,0.1,358.27
539,186,46,1,23.73,0.05,22.54
540,187,136,2,42.53,0.0,85.06
541,187,156,1,96.85,0.1,87.16
542,187,176,1,35.92,0.1,32.33
543,188,133,2,23.02,0.0,46.04
544,188,68,3,31.65,0.0,94.95
545,188,99,2,100.04,0.15,170.07
546,188,144,2,34.36,0.0,68.72
547,189,20,1,400.94,0.0,400.94
548,189,29,3,1281.9,0.15,3268.84
549,189,124,2,398.08,0.1,716.54
550,189,154,1,49.31,0.0,49.31
551,189,43,1,98.6,0.0,98.6
552,190,79,2,68.44,0.0,136.88
553,190,23,2,1380.56,0.0,2761.12
554,190,84,1,125.39,0.0,125.39
555,190,76,1,96.34,0.15,81.89
556,191,25,1,54.59,0.0,54.59
557,191,61,3,181.72,0.0,545.16
558,191,110,1,398.06,0.15,338.35
559,191,115,3,251.02,0.0,753.06
560,191,82,2,48.46,0.0,96.92
561,192,117,3,108.93,0.1,294.11
562,192,99,1,100.04,0.15,85.03
563,193,144,1,34.36,0.05,32.64
564,193,16,1,1223.85,0.0,1223.85
565,193,155,2,53.73,0.0,107.46
566,193,188,1,228.85,0.1,205.96
567,194,103,2,117.43,0.1,211.37
568,194,42,2,1026.3,0.05,1949.97
569,194,36,1,1337.77,0.0,1337.77
570,195,116,2,228.93,0.0,457.86
571,195,138,1,45.79,0.05,43.5
572,195,114,3,165.47,0.0,496.41
573,195,72,3,84.71,0.0,254.13
574,196,188,2,228.85,0.0,457.7
575,196,151,3,16.48,0.1,44.5
576,196,109,2,299.13,0.0,598.26
577,197,86,1,279.54,0.0,279.54
578,197,7,1,299.17,0.0,299.17
579,197,35,2,268.06,0.15,455.7
580,197,2,1,562.65,0.1,506.38
581,198,61,1,181.72,0.15,154.46
582,199,18,2,406.98,0.0,813.96
583,199,54,2,142.99,0.0,285.98
584,199,2,3,562.65,0.0,1687.95
585,200,78,3,82.68,0.1,223.24
586,200,73,2,23.69,0.05,45.01
587,200,134,3,16.87,0.1,45.55
588,201,177,3,298.49,0.05,850.7
589,201,57,3,59.23,0.0,177.69
590,201,109,3,299.13,0.05,852.52
591,201,115,1,251.02,0.15,213.37
592,202,132,2,41.48,0.0,82.96
593,202,181,1,124.03,0.0,124.03
594,202,43,3,98.6,0.0,295.8
595,203,189,1,143.23,0.0,143.23
596,204,37,3,1283.35,0.0,3850.05
597,204,166,1,239.12,0.05,227.16
598,204,2,3,562.65,0.0,1687.95
599,204,161,1,221.98,0.1,199.78
600,204,79,1,68.44,0.05,65.02
601,205,89,2,209.28,0.05,397.63
602,205,7,3,299.17,0.15,762.88
603,205,137,1,30.04,0.15,25.53
604,205,43,2,98.6,0.0,197.2
605,206,119,3,481.83,0.15,1228.67
606,206,83,2,59.44,0.05,112.94
607,206,67,1,136.19,0.05,129.38
608,206,93,1,104.61,0.1,94.15
609,207,159,3,229.96,0.15,586.4
610,207,24,3,455.23,0.05,1297.41
611,208,187,2,235.9,0.0,471.8
612,208,27,3,681.03,0.0,2043.09
613,209,45,1,81.61,0.0,81.61
614,209,17,2,230.62,0.15,392.05
615,209,118,3,38.08,0.0,114.24
616,209,176,3,35.92,0.15,91.6
617,210,45,3,81.61,0.1,220.35
618,210,40,3,1159.33,0.0,3477.99
619,211,188,2,228.85,0.0,457.7
620,212,142,1,43.86,0.0,43.86
621,212,141,1,28.76,0.0,28.76
622,213,148,1,28.2,0.0,28.2
623,213,139,3,25.75,0.0,77.25
624,214,126,3,396.16,0.15,1010.21
625,215,75,2,100.16,0.0,200.32
626,215,64,2,192.92,0.1,347.26
627,215,6,2,1155.41,0.1,2079.74
628,215,147,3,28.5,0.15,72.68
629,216,155,1,53.73,0.1,48.36
630,216,150,1,38.54,0.05,36.61
631,216,113,1,378.31,0.0,378.31
632,216,1,1,1395.38,0.0,1395.38
633,217,135,1,20.89,0.05,19.85
634,217,128,3,24.76,0.0,74.28
635,217,185,1,228.84,0.1,205.96
636,217,29,3,1281.9,0.1,3461.13
637,218,94,3,319.26,0.15,814.11
638,218,102,1,439.37,0.1,395.43
639,219,12,2,282.57,0.1,508.63
640,220,133,2,23.02,0.0,46.04
641,220,129,3,17.16,0.0,51.48
642,220,130,3,31.35,0.15,79.94
643,220,146,3,41.33,0.15,105.39
644,221,48,3,89.82,0.05,255.99
645,221,61,1,181.72,0.0,181.72
646,221,164,1,199.5,0.0,199.5
647,222,100,1,96.57,0.1,86.91
648,222,166,3,239.12,0.0,717.36
649,223,187,1,235.9,0.0,235.9
650,223,147,1,28.5,0.15,24.22
651,224,90,1,52.55,0.05,49.92
652,224,170,2,86.66,0.15,147.32
653,224,7,3,299.17,0.1,807.76
654,224,24,1,455.23,0.0,455.23
655,224,78,3,82.68,0.0,248.04
656,225,121,3,66.21,0.05,188.7
657,225,22,1,1343.23,0.1,1208.91
658,225,54,1,142.99,0.0,142.99
659,225,176,2,35.92,0.0,71.84
660,226,30,1,696.94,0.0,696.94
661,226,54,3,142.99,0.15,364.62
662,227,170,3,86.66,0.15,220.98
663,227,36,3,1337.77,0.0,4013.31
664,227,14,1,940.49,0.0,940.49
665,227,30,2,696.94,0.05,1324.19
666,228,11,3,75.29,0.15,191.99
667,228,31,1,386.66,0.05,367.33
668,229,113,1,378.31,0.0,378.31
669,229,64,2,192.92,0.1,347.26
670,229,51,1,46.01,0.05,43.71
671,229,160,2,171.84,0.0,343.68
672,229,187,1,235.9,0.1,212.31
673,230,167,1,179.58,0.0,179.58
674,230,171,2,282.01,0.0,564.02
675,230,78,1,82.68,0.0,82.68
676,230,134,2,16.87,0.0,33.74
677,231,36,2,1337.77,0.0,2675.54
678,231,87,1,121.98,0.1,109.78
679,231,3,2,392.73,0.05,746.19
680,231,148,1,28.2,0.0,28.2
681,231,171,3,282.01,0.0,846.03
682,232,189,3,143.23,0.0,429.69
683,233,89,1,209.28,0.0,209.28
684,233,33,1,642.38,0.05,610.26
685,233,178,1,254.95,0.0,254.95
686,233,150,2,38.54,0.0,77.08
687,233,128,2,24.76,0.0,49.52
688,234,94,1,319.26,0.0,319.26
689,234,100,1,96.57,0.15,82.08
